Abr,Course,Section,Title,Quarter,Year,Day and Time,Instructor,E1,S1,P1,E2,S2,P2,E1(N),S1(N),P1(N),E2(N),S2(N),P2(New),E3,S3,P3,E4,S4,P4
nte2019 34111,34111,81,Entrepreneurial Selling,Winter,2019,"Monday, 6:00 -  9:00","Alter, Michael",29,36,0,30,35,0,36,29,0,34,31,-1,34,31,0,33,32,-1
rin2019 34111,34111,81,Entrepreneurial Selling,Spring,2019,"Tuesday, 6:00 -  9:00","Alter, Michael",54,11,0,58,7,0,65,CLO,103,64,1,0,65,CLO,2889,65,CLO,2241
rin2017 34102,34102,1,New Venture Strategy,Spring,2017,"Thursday, 1:30 -  4:30","Schrager, James",65,CLO,4009,65,CLO,14111,65,CLO,-1,65,CLO,-1,65,CLO,13000,65,CLO,-1
tum2019 34111,34111,85,Entrepreneurial Selling,Autumn,2019,"Saturday, 1:30 -  4:30","Alter, Michael",49,16,0,42,23,0,49,16,0,47,18,0,42,23,0,,,
tum2017 34102,34102,1,New Venture Strategy,Autumn,2017,"Tuesday, 1:30 -  4:30","Schrager, James",65,CLO,7100,65,CLO,8000,65,CLO,-1,65,CLO,-1,65,CLO,14618,65,CLO,-1
nte2020 34111,34111,81,Entrepreneurial Selling,Winter,2020,"Tuesday, 6:00 -  9:00","Alter, Michael",20,45,0,17,48,0,24,41,0,20,45,0,29,36,0,,,
rin2020 34111,34111,81,Entrepreneurial Selling,Spring,2020,"Tuesday, 6:00 -  9:00","Alter, Michael",24,41,0,20,45,N/A,23,42,0,22,43,N/A,35,30,0,34,31,0
nte2018 34102,34102,1,New Venture Strategy,Winter,2018,"Tuesday, 1:30 -  4:30","Schrager, James",65,CLO,7500,65,CLO,12028,65,CLO,-1,65,CLO,-1,65,CLO,-1,65,CLO,-1
tum2020 34111,34111,81,Entrepreneurial Selling,Autumn,2020,"Tuesday, 6:00 -  9:00","Alter, Michael",46,19,0,48,17,0,56,9,0,54,11,N/A,58,7,0,,,
mme2017 34111,34111,81,Entrepreneurial Selling,Summer,2017,"Monday, 6:00 -  9:00","Leslie, Phillip",62,3,0,65,CLO,20,65,CLO,-1,65,CLO,-1,61,4,0,55,10,0
tum2016 34111,34111,81,Entrepreneurial Selling,Autumn,2016,"Monday, 6:00 -  9:00","Wortmann, Craig",40,30,0,36,34,0,53,17,0,60,10,0,70,CLO,2642,70,CLO,3000
rin2017 34112,34112,81,Impact Investing ?,Spring,2017,"Wednesday, 6:00 -  9:00","Axelrad, Brian;Gertner, Robert",36,29,0,40,25,2754,45,20,-1,45,20,-1,44,21,0,44,21,0
rin2020 34113,34113,81,Impact Investing,Spring,2020,"Thursday, 6:00 -  9:00","Gertner, Robert; Parrish, Priya",22,14,0,26,10,0,25,11,N/A,25,11,N/A,27,9,0,33,3,0
rin2018 34102,34102,1,New Venture Strategy,Spring,2018,"Tuesday, 1:30 -  4:30","Schrager, James",65,CLO,8350,65,CLO,18040,65,CLO,-1,65,CLO,-1,65,CLO,24012,65,CLO,26091
nte2020 34117,34117,85,Social Entrepreneurship and Innovation,Winter,2020,"Saturday, 9:00 - 12:00","Gertner, Robert",28,2,0,30,CLO,1401,30,CLO,N/A,30,CLO,N/A,30,CLO,7400,,,
rin2019 34205,34205,81,Life Sciences: Innovation and Finance,Spring,2019,"Monday, 6:00 -  9:00","Fairbank, Joshua",65,CLO,2000,65,CLO,7967,65,CLO,N/A,65,CLO,N/A,65,CLO,13554,65,CLO,24000
tum2018 34102,34102,1,New Venture Strategy,Autumn,2018,"Thursday, 1:30 -  4:30","Schrager, James",65,CLO,4693,65,CLO,8222,65,CLO,-1,65,CLO,-1,65,CLO,-1,65,CLO,-1
nte2019 34102,34102,1,New Venture Strategy,Winter,2019,"Tuesday, 1:30 -  4:30","Schrager, James",65,CLO,6999,65,CLO,12232,65,CLO,-1,65,CLO,-1,65,CLO,18496,65,CLO,-1
rin2019 34102,34102,1,New Venture Strategy,Spring,2019,"Tuesday, 1:30 -  4:30","Schrager, James",65,CLO,9001,65,CLO,18710,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A
tum2020 34302,34302,81,Entrepreneurship through Acquisition,Autumn,2020,"Thursday, 6:00 -  9:00","Agnew, Mark; O'Connor, Brian",65,CLO,5001,65,CLO,11001,65,CLO,N/A,65,CLO,N/A,65,CLO,12985,,,
tum2019 34102,34102,1,New Venture Strategy,Autumn,2019,"Thursday, 1:30 -  4:30","Schrager, James",65,CLO,6501,65,CLO,9998,65,CLO,N/A,65,CLO,N/A,65,CLO,9019,,,
nte2020 34102,34102,1,New Venture Strategy,Winter,2020,"Tuesday, 1:30 -  4:30","Schrager, James",65,CLO,8000,65,CLO,15775,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,,,
rin2020 34102,34102,1,New Venture Strategy,Spring,2020,"Tuesday, 1:30 -  4:30","Schrager, James",62,3,0,65,CLO,11739,65,CLO,N/A,65,CLO,N/A,65,CLO,7654,65,CLO,12003
tum2020 34102,34102,1,New Venture Strategy,Autumn,2020,"Thursday, 1:30 -  4:30","Schrager, James",65,CLO,6501,65,CLO,10000,65,CLO,N/A,65,CLO,N/A,65,CLO,8934,,,
,34102,1,New Venture Strategy,Winter,2021,"Friday, 1:30 -  4:30","Schrager, James",43,22,0,65,CLO,567,65,CLO,N/A,65,CLO,N/A,65,CLO,3500,,,
,34102,2,New Venture Strategy,Winter,2021,"Thursday, 1:30 -  4:30","Bunch, Gregory",65,CLO,1,65,CLO,2251,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,,,
tum2016 34103,34103,1,Building the New Venture,Autumn,2016,"Monday, 1:30 -  4:30","Deutsch, Waverly",45,CLO,6500,45,CLO,11000,45,CLO,-1,45,CLO,-1,45,CLO,-1,45,CLO,11935
tum2016 34701,34701,85,New Venture and Small Enterprise Lab,Autumn,2016,"Saturday, 1:30 -  4:30","Moyer, Mike",24,CLO,551,24,CLO,22421,24,CLO,-1,24,CLO,-1,24,CLO,100,24,CLO,1
rin2017 34103,34103,1,Building the New Venture,Spring,2017,"Wednesday, 1:30 -  4:30","Lyman, Lindsey",45,CLO,4021,45,CLO,10738,45,CLO,-1,45,CLO,-1,45,CLO,-1,45,CLO,4443
mme2017 34701,34701,81,New Venture and Small Enterprise Lab,Summer,2017,"Tuesday, 6:00 -  9:00","Moyer, Mike",24,CLO,3000,24,CLO,5009,24,CLO,-1,24,CLO,-1,23,1,0,23,1,0
tum2017 34701,34701,81,New Venture and Small Enterprise Lab,Autumn,2017,"Monday, 6:00 -  9:00","Moyer, Mike",7,17,0,5,19,-1,5,19,-1,5,19,-1,15,9,0,14,10,0
tum2017 34103,34103,1,Building the New Venture,Autumn,2017,"Thursday, 1:30 -  4:30","Lyman, Lindsey",39,6,0,42,3,0,45,CLO,4400,45,CLO,-1,45,CLO,1257,43,2,0
nte2018 34103,34103,1,Building the New Venture,Winter,2018,"Monday, 8:30 - 11:30","Lyman, Lindsey",45,CLO,1,45,CLO,710,45,CLO,-1,45,CLO,-1,45,CLO,1601,45,CLO,4333
nte2019 34103,34103,1,Building the New Venture,Winter,2019,"Monday, 8:30 - 11:30","Lyman, Lindsey",45,CLO,102,45,CLO,6789,45,CLO,-1,45,CLO,-1,45,CLO,0,45,CLO,-1
tum2019 34103,34103,1,Building the New Venture,Autumn,2019,"Monday, 8:30 - 11:30","Lyman, Lindsey",25,20,0,28,17,0,45,CLO,1700,45,CLO,N/A,37,8,0,,,
,34103,1,Building the New Venture,Winter,2021,"Thursday, 8:30 - 11:30","Lyman, Lindsey",33,12,0,44,1,0,44,1,N/A,44,1,N/A,42,3,0,,,
tum2016 34106,34106,1,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Autumn,2016,"Tuesday, 1:30 -  4:30","Meadow, Scott",55,CLO,2988,55,CLO,15000,55,CLO,-1,55,CLO,-1,55,CLO,11553,55,CLO,-1
nte2017 34106,34106,1,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Winter,2017,"Friday, 8:30 - 11:30","Meadow, Scott",51,4,0,55,CLO,1011,55,CLO,-1,55,CLO,-1,55,CLO,4500,55,CLO,3623
tum2017 34106,34106,1,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Autumn,2017,"Wednesday, 1:30 -  4:30","Meadow, Scott",55,CLO,1013,55,CLO,1200,55,CLO,-1,55,CLO,-1,55,CLO,5251,55,CLO,500
nte2018 34106,34106,1,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Winter,2018,"Friday, 8:30 - 11:30","Meadow, Scott",55,CLO,1561,55,CLO,2479,55,CLO,-1,55,CLO,-1,55,CLO,-1,55,CLO,3500
tum2018 34106,34106,1,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Autumn,2018,"Wednesday, 1:30 -  4:30","Meadow, Scott",55,CLO,1111,55,CLO,5313,55,CLO,-1,55,CLO,-1,55,CLO,9129,55,CLO,10000
rin2019 34106,34106,1,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Spring,2019,"Friday, 8:30 - 11:30","Meadow, Scott",55,CLO,2525,55,CLO,2769,55,CLO,N/A,55,CLO,N/A,55,CLO,10000,55,CLO,561
tum2019 34106,34106,1,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Autumn,2019,"Thursday, 1:30 -  4:30","Meadow, Scott",55,CLO,3000,55,CLO,9554,55,CLO,N/A,55,CLO,N/A,55,CLO,8888,,,
rin2020 34106,34106,1,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Spring,2020,"Friday, 8:30 - 11:30","Meadow, Scott",51,4,0,55,CLO,1,55,CLO,N/A,55,CLO,N/A,49,6,0,55,CLO,0
tum2020 34106,34106,1,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Autumn,2020,"Thursday, 1:30 -  4:30","Meadow, Scott",51,4,0,55,CLO,2645,55,CLO,N/A,55,CLO,N/A,54,1,N/A,,,
tum2017 34111,34111,1,Entrepreneurial Selling,Autumn,2017,"Monday, 1:30 -  4:30","Alter, Michael",42,23,0,38,27,0,65,CLO,300,65,CLO,1421,65,CLO,3000,60,5,0
nte2018 34111,34111,1,Entrepreneurial Selling,Winter,2018,"Tuesday, 1:30 -  4:30","Alter, Michael",16,47,0,17,46,0,17,46,-1,17,46,-1,19,44,0,18,45,0
rin2018 35000,35000,81,Investments,Spring,2018,"Wednesday, 6:00 -  9:00","Carlin, Bruce",65,CLO,5,65,CLO,3512,65,CLO,-1,65,CLO,-1,65,CLO,5501,65,CLO,2000
tum2018 34111,34111,1,Entrepreneurial Selling,Autumn,2018,"Monday, 1:30 -  4:30","Alter, Michael",27,38,0,29,36,0,65,CLO,1,64,1,0,48,17,0,44,21,0
rin2020 35000,35000,81,Investments,Spring,2020,"Monday, 6:00 -  9:00","Chinco, Alex",47,18,0,49,16,0,50,15,0,49,16,N/A,65,CLO,6000,65,CLO,15000
nte2019 34111,34111,1,Entrepreneurial Selling,Winter,2019,"Monday, 1:30 -  4:30","Alter, Michael",19,46,0,20,45,0,20,45,-1,20,45,-1,23,42,0,19,46,0
nte2017 35000,35000,81,Investments,Winter,2017,"Thursday, 6:00 -  9:00","Constantinides, George",36,29,0,40,25,0,41,24,0,40,25,-1,36,29,0,32,33,0
nte2017 35000,35000,85,Investments,Winter,2017,"Saturday, 1:30 -  4:30","Constantinides, George",63,2,0,65,CLO,100,65,CLO,-1,65,CLO,-1,60,5,0,62,3,0
tum2019 34111,34111,1,Entrepreneurial Selling,Autumn,2019,"Monday, 1:30 -  4:30","Alter, Michael",11,54,0,14,51,0,51,14,0,58,7,0,49,16,0,,,
nte2018 35000,35000,81,Investments,Winter,2018,"Friday, 6:00 -  9:00","Constantinides, George",8,57,0,11,54,0,11,54,-1,11,54,-1,10,55,0,12,53,0
nte2018 35000,35000,85,Investments,Winter,2018,"Saturday, 9:00 - 12:00","Constantinides, George",33,32,0,29,36,0,29,36,-1,29,36,-1,27,38,0,28,37,0
nte2020 34111,34111,1,Entrepreneurial Selling,Winter,2020,"Tuesday, 1:30 -  4:30","Alter, Michael",45,20,0,61,4,0,61,4,N/A,61,4,N/A,52,13,0,,,
nte2019 35000,35000,81,Investments,Winter,2019,"Wednesday, 6:00 -  9:00","Constantinides, George",13,52,0,10,55,-1,10,55,-1,10,55,-1,28,37,0,34,31,0
tum2020 34111,34111,1,Entrepreneurial Selling,Autumn,2020,"Tuesday, 1:30 -  4:30","Alter, Michael",22,43,0,23,42,0,65,CLO,50,65,CLO,457,62,3,0,,,
rin2019 35000,35000,81,Investments,Spring,2019,"Wednesday, 6:00 -  9:00","Du, Wenxin",41,24,0,40,25,0,41,24,0,41,24,N/A,65,CLO,777,65,CLO,4379
,34111,1,Entrepreneurial Selling,Winter,2021,"Tuesday, 1:30 -  4:30","Alter, Michael",47,18,0,61,4,0,61,4,N/A,61,4,N/A,63,2,0,,,
nte2020 35000,35000,81,Investments,Winter,2020,"Wednesday, 6:00 -  9:00","Du, Wenxin",8,57,0,4,61,N/A,4,61,N/A,4,61,N/A,14,51,0,,,
nte2020 34117,34117,1,Social Entrepreneurship and Innovation,Winter,2020,"Thursday, 1:30 -  4:30","Gertner, Robert",14,16,0,18,12,0,18,12,N/A,18,12,N/A,22,8,0,,,
rin2020 34205,34205,1,Life Sciences: Innovation and Finance,Spring,2020,"Wednesday, 1:30 -  4:30","Fairbank, Joshua",65,CLO,2007,65,CLO,12500,64,1,N/A,64,1,N/A,65,CLO,13700,65,CLO,22020
rin2020 34206,34206,1,"Women As CEOs, Entrepreneurs, Investors, Executives & Directors",Spring,2020,"Friday, 1:30 -  4:30","Rapp, Alyssa",58,7,0,65,CLO,100,65,CLO,N/A,65,CLO,N/A,65,CLO,7299,65,CLO,7212
nte2019 35000,35000,82,Investments,Winter,2019,"Monday, 6:00 -  9:00","Gormsen, Niels",37,28,0,35,30,0,36,29,-1,36,29,-1,65,CLO,2000,65,CLO,6111
mme2017 35000,35000,81,Investments,Summer,2017,"Friday, 6:00 -  9:00","Hadlock, Charles",51,14,0,49,16,0,50,15,0,51,14,0,49,16,0,50,15,0
mme2017 35000,35000,85,Investments,Summer,2017,"Saturday, 9:00 - 12:00","Hadlock, Charles",40,25,0,37,28,0,37,28,-1,37,28,-1,45,20,0,43,22,-1
mme2020 35000,35000,81,Investments,Summer,2020,"Friday, 6:00 -  9:00","Hadlock, Charles",70,CLO,3550,70,CLO,7250,69,1,N/A,69,1,N/A,70,CLO,1001,,,
mme2020 35000,35000,85,Investments,Summer,2020,"Saturday, 9:00 - 12:00","Hadlock, Charles",65,5,0,70,CLO,5000,70,CLO,N/A,70,CLO,N/A,70,CLO,10000,,,
rin2020 34207,34207,1,New Venture Tech ?,Spring,2020,"Monday, 1:30 -  4:30","Shayne, Ralph",40,CLO,1312,40,CLO,17412,40,CLO,N/A,40,CLO,N/A,40,CLO,11934,40,CLO,N/A
rin2017 35000,35000,81,Investments,Spring,2017,"Monday, 6:00 -  9:00","Hassan, Tarek",65,CLO,1200,65,CLO,5555,65,CLO,-1,65,CLO,-1,65,CLO,3111,65,CLO,-1
nte2017 34302,34302,1,Entrepreneurship through Acquisition,Winter,2017,"Thursday, 1:30 -  4:30","Agnew, Mark;O'Connor, Brian",50,CLO,11192,50,CLO,15450,50,CLO,-1,50,CLO,-1,50,CLO,-1,50,CLO,-1
tum2018 35000,35000,81,Investments,Autumn,2018,"Monday, 6:00 -  9:00","Heaton, John",44,21,0,41,24,0,41,24,-1,41,24,-1,52,13,0,53,12,0
tum2018 35000,35000,85,Investments,Autumn,2018,"Saturday, 1:30 -  4:30","Heaton, John",39,26,0,38,27,0,38,27,-1,39,26,0,41,24,0,41,24,0
nte2018 34302,34302,1,Entrepreneurship through Acquisition,Winter,2018,"Friday, 1:30 -  4:30","Agnew, Mark;O'Connor, Brian",65,CLO,9502,65,CLO,14419,65,CLO,-1,65,CLO,-1,65,CLO,15969,65,CLO,16000
tum2019 35000,35000,81,Investments,Autumn,2019,"Monday, 6:00 -  9:00","Heaton, John",27,38,0,30,35,0,31,34,0,31,34,N/A,39,26,0,,,
tum2019 35000,35000,85,Investments,Autumn,2019,"Saturday, 9:00 - 12:00","Heaton, John",45,20,0,44,21,0,46,19,0,46,19,N/A,50,15,0,,,
nte2020 34302,34302,1,Entrepreneurship through Acquisition,Winter,2020,"Friday, 1:30 -  4:30","Agnew, Mark;O'Connor, Brian",65,CLO,1010,65,CLO,10000,65,CLO,N/A,65,CLO,N/A,65,CLO,15000,,,
nte2019 34302,34302,1,Entrepreneurship through Acquisition,Winter,2019,"Friday, 1:30 -  4:30","O'Connor, Brian",65,CLO,10517,65,CLO,16000,65,CLO,-1,65,CLO,-1,65,CLO,9901,65,CLO,-1
tum2020 35000,35000,81,Investments,Autumn,2020,"Monday, 6:00 -  9:00","Heaton, John",57,13,0,55,15,0,56,14,0,56,14,N/A,70,CLO,2312,,,
,34302,1,Entrepreneurship through Acquisition,Winter,2021,"Thursday, 1:30 -  4:30","Agnew, Mark; O'Connor, Brian",65,CLO,5124,65,CLO,19000,65,CLO,N/A,65,CLO,N/A,65,CLO,N/A,,,
nte2019 34304,34304,1,"Cryptocurrency and Blockchain: Markets, Models and Opportunities ?",Winter,2019,"Thursday, 8:30 - 11:30","Weinhaus, Edward (Coach)",65,CLO,107,65,CLO,3999,65,CLO,-1,65,CLO,-1,65,CLO,3451,65,CLO,3997
tum2016 35000,35000,81,Investments,Autumn,2016,"Monday, 6:00 -  9:00","Kelly, Bryan",70,CLO,1000,70,CLO,5398,70,CLO,-1,70,CLO,-1,70,CLO,5001,70,CLO,-1
tum2019 34305,34305,1,Private Equity Transactions ?,Autumn,2019,"Tuesday, 3:00 -  6:00","Ritchie, Stephen",25,CLO,3259,25,CLO,8888,25,CLO,N/A,25,CLO,N/A,25,CLO,N/A,,,
tum2020 34305,34305,1,Private Equity Transactions ?,Autumn,2020,"Tuesday, 1:30 -  4:30","Ritchie, Stephen",25,CLO,4000,25,CLO,13348,25,CLO,N/A,25,CLO,N/A,25,CLO,15000,,,
tum2017 35000,35000,81,Investments,Autumn,2017,"Thursday, 6:00 -  9:00","Neuhierl, Andreas",59,6,0,56,9,0,56,9,-1,56,9,-1,58,7,0,65,CLO,0
mme2020 35000,35000,82,Investments,Summer,2020,"Tuesday, 6:00 -  9:00","Veronesi, Pietro",0,65,N/A,18,47,0,20,45,N/A,20,45,N/A,38,27,0,,,
,34306,1,Entrepreneurship through Intellectual Property,Winter,2021,"Tuesday, 1:30 -  4:30","Fleetwood, Margaret; Schrankler, Jay",20,45,0,29,36,0,29,36,N/A,29,36,N/A,32,33,0,,,
nte2017 34701,34701,1,New Venture and Small Enterprise Lab,Winter,2017,"Tuesday, 3:00 -  6:00","Moyer, Mike",24,CLO,119,24,CLO,-1,24,CLO,-1,24,CLO,-1,22,2,0,24,CLO,312
nte2017 35000,35000,82,Investments,Winter,2017,"Wednesday, 6:00 -  9:00","Weber, Michael",32,33,0,29,36,0,29,36,-1,29,36,-1,33,32,0,32,33,0
tum2020 34705,34705,1,Entrepreneurial Discovery,Autumn,2020,"Tuesday, 1:30 -  4:30","Tebbe, Mark",18,42,0,18,42,0,60,CLO,1552,60,CLO,7998,58,2,0,,,
tum2020 34705,34705,2,Entrepreneurial Discovery,Autumn,2020,"Wednesday, 1:30 -  4:30","Tebbe, Mark",11,49,0,15,45,0,45,15,0,69,CLO,1,68,CLO,0,,,
nte2018 35000,35000,82,Investments,Winter,2018,"Monday, 6:00 -  9:00","Weber, Michael",52,13,0,53,12,0,56,9,0,56,9,-1,65,CLO,4032,65,CLO,5485
nte2017 34706,34706,1,Energy and CleanTech Lab,Winter,2017,"Monday, 1:30 -  4:30","Blumberg, Jason",12,18,0,11,19,0,11,19,-1,11,19,-1,10,20,0,9,21,-1
rin2019 35000,35000,85,Investments,Spring,2019,"Saturday, 9:00 - 12:00","Weber, Michael",65,CLO,57,65,CLO,1020,65,CLO,N/A,65,CLO,N/A,64,1,0,65,CLO,313
nte2018 34706,34706,1,Energy and CleanTech Lab,Winter,2018,"Friday, 1:30 -  4:30","Blumberg, Jason",18,12,0,21,9,0,21,9,-1,21,9,-1,19,11,0,20,10,0
tum2020 34901,34901,50,Asset Pricing I,Autumn,2020,"Wednesday, 8:30 - 11:30","Constantinides, George; Heaton, John",6,59,0,5,60,N/A,8,57,0,8,57,N/A,12,53,0,,,
nte2020 35000,35000,82,Investments,Winter,2020,"Tuesday, 6:00 -  9:00","Weber, Michael",39,26,0,44,21,0,44,21,N/A,44,21,N/A,65,CLO,500,,,
tum2018 34901,34901,50,Asset Pricing I,Autumn,2018,"Thursday, 8:30 - 12:00","Constantinides, George;Heaton, John",6,59,0,6,59,-1,6,59,-1,6,59,-1,7,58,0,7,58,-1
tum2020 35001,35001,81,Introductory Finance,Autumn,2020,"Monday, 6:00 -  9:00","Bhattacharya, Ayan",26,39,0,26,39,N/A,26,39,N/A,26,39,N/A,28,37,0,,,
tum2020 35001,35001,85,Introductory Finance,Autumn,2020,"Saturday, 1:30 -  4:30","Bhattacharya, Ayan",14,51,0,15,50,0,15,50,N/A,15,50,N/A,15,50,0,,,
tum2019 34901,34901,50,Asset Pricing I,Autumn,2019,"Wednesday, 8:30 - 11:30","Constantinides, George;Heaton, John",9,13,0,8,14,N/A,9,13,0,9,13,N/A,13,9,0,,,
tum2016 35001,35001,81,Introductory Finance,Autumn,2016,"Thursday, 6:00 -  9:00","Leftwich, Richard",14,22,0,8,28,-1,9,27,0,9,27,-1,18,18,0,19,17,0
tum2016 35001,35001,85,Introductory Finance,Autumn,2016,"Saturday, 9:00 - 12:00","Leftwich, Richard",21,15,0,14,22,-1,18,18,0,16,20,0,22,14,0,23,13,0
nte2019 34902,34902,50,Asset Pricing II,Winter,2019,"Tuesday, Thursday,10:10 - 11:30","Hansen, Lars;Nagel, Stefan",9,56,0,9,56,-1,9,56,-1,9,56,-1,14,51,0,15,50,0
tum2017 35001,35001,81,Introductory Finance,Autumn,2017,"Thursday, 6:00 -  9:00","Leftwich, Richard",23,42,0,20,45,0,22,43,0,20,45,-1,22,43,0,34,31,0
tum2017 35001,35001,85,Introductory Finance,Autumn,2017,"Saturday, 9:00 - 12:00","Leftwich, Richard",31,34,0,24,41,0,28,37,0,29,36,0,32,33,0,35,30,0
tum2018 35001,35001,81,Introductory Finance,Autumn,2018,"Wednesday, 6:00 -  9:00","Leftwich, Richard",18,47,0,18,47,0,18,47,-1,18,47,-1,37,28,0,43,22,0
tum2018 35001,35001,85,Introductory Finance,Autumn,2018,"Saturday, 9:00 - 12:00","Leftwich, Richard",17,48,0,16,49,-1,19,46,0,18,47,0,19,46,0,18,47,0
nte2020 34902,34902,50,Asset Pricing II,Winter,2020,"Thursday, 8:30 - 11:30","Hansen, Lars;Nagel, Stefan",7,58,0,7,58,N/A,7,58,N/A,7,58,N/A,7,58,N/A,,,
tum2019 35001,35001,81,Introductory Finance,Autumn,2019,"Thursday, 6:00 -  9:00","Neuhierl, Andreas",25,40,0,24,41,0,26,39,0,26,39,N/A,22,43,0,,,
tum2019 35001,35001,85,Introductory Finance,Autumn,2019,"Saturday, 9:00 - 12:00","Neuhierl, Andreas",22,18,0,20,20,0,22,18,0,22,18,N/A,22,18,0,,,
tum2019 35100,35100,81,Financial Instruments,Autumn,2019,"Thursday, 6:00 -  9:00","Constantinides, George",23,42,0,26,39,0,29,36,0,30,35,0,33,32,0,,,
tum2019 35100,35100,85,Financial Instruments,Autumn,2019,"Saturday, 1:30 -  4:30","Constantinides, George",24,41,0,20,45,0,22,43,0,22,43,N/A,23,42,0,,,
tum2020 35100,35100,81,Financial Instruments,Autumn,2020,"Thursday, 6:00 -  9:00","Constantinides, George",15,50,0,20,45,0,25,40,0,27,38,14,25,40,0,,,
tum2020 35100,35100,85,Financial Instruments,Autumn,2020,"Saturday, 9:00 - 12:00","Constantinides, George",14,51,0,11,54,N/A,13,52,0,13,52,N/A,11,54,0,,,
tum2017 35100,35100,85,Financial Instruments,Autumn,2017,"Saturday, 9:00 - 12:00","Veronesi, Pietro",55,10,0,55,10,0,58,7,0,57,8,-1,55,10,0,53,12,0
nte2017 35101,35101,81,"Futures, Forwards, Options & Swaps: Theory and Practice",Winter,2017,"Monday, 6:00 -  9:00","Belton, Terrence",33,32,0,35,30,0,36,29,0,35,30,-1,39,26,0,39,26,0
nte2018 35101,35101,81,"Futures, Forwards, Options & Swaps: Theory and Practice",Winter,2018,"Monday, 6:00 -  9:00","Belton, Terrence",16,49,0,17,48,0,17,48,-1,17,48,-1,14,51,0,12,53,-1
nte2019 35101,35101,81,"Futures, Forwards, Options & Swaps: Theory and Practice",Winter,2019,"Tuesday, 6:00 -  9:00","Belton, Terrence",20,20,0,19,21,0,20,20,-1,20,20,-1,17,23,0,14,26,0
nte2020 35101,35101,81,"Futures, Forwards, Options & Swaps: Theory and Practice",Winter,2020,"Tuesday, 6:00 -  9:00","Belton, Terrence",19,21,0,22,18,0,22,18,N/A,22,18,N/A,18,22,0,,,
,34902,50,Asset Pricing II,Winter,2021,"Thursday, 8:30 - 11:30","Koijen, Ralph; Nagel, Stefan",5,60,0,5,60,N/A,5,60,N/A,5,60,N/A,6,59,0,,,
tum2020 34903,34903,50,Corporate Finance I,Autumn,2020,"Monday, 3:15 -  6:15","Diamond, Douglas; He, Zhiguo",4,61,0,4,61,N/A,4,61,N/A,4,61,N/A,5,60,0,,,
rin2017 35120,35120,81,Portfolio Management,Spring,2017,"Friday, 6:00 -  9:00","Pastor, Lubos",65,CLO,100,65,CLO,612,65,CLO,-1,65,CLO,-1,62,3,0,62,3,0
tum2018 34903,34903,50,Corporate Finance I,Autumn,2018,"Wednesday, 3:00 -  6:00","Diamond, Douglas;He, Zhiguo",8,57,0,8,57,-1,8,57,-1,8,57,-1,9,56,0,9,56,-1
rin2018 35120,35120,81,Portfolio Management,Spring,2018,"Friday, 6:00 -  9:00","Pastor, Lubos",53,12,0,55,10,0,55,10,-1,55,10,-1,54,11,0,53,12,0
rin2018 35120,35120,85,Portfolio Management,Spring,2018,"Saturday, 9:00 - 12:00","Pastor, Lubos",18,47,0,18,47,0,18,47,-1,18,47,-1,26,39,0,27,38,0
tum2019 34903,34903,50,Corporate Finance I,Autumn,2019,"Monday, 3:10 -  6:10","Diamond, Douglas;He, Zhiguo",4,61,0,4,61,N/A,5,60,0,5,60,N/A,11,54,0,,,
nte2019 34904,34904,50,Corporate Finance II,Winter,2019,"Monday, Wednesday,10:10 - 11:30","Sufi, Amir",8,57,0,9,56,0,9,56,-1,9,56,-1,12,53,-1,11,54,-1
rin2019 35120,35120,81,Portfolio Management,Spring,2019,"Friday, 6:00 -  9:00","Pastor, Lubos",58,7,0,57,8,0,57,8,N/A,57,8,N/A,51,14,0,49,16,0
nte2020 34904,34904,50,Corporate Finance II,Winter,2020,"Monday, Wednesday, 9:40 - 11:00","Sufi, Amir",13,52,0,13,52,N/A,13,52,N/A,13,52,N/A,13,52,N/A,,,
rin2020 35120,35120,81,Portfolio Management,Spring,2020,"Friday, 6:00 -  9:00","Pastor, Lubos",45,20,0,41,24,N/A,43,22,0,43,22,N/A,54,11,0,57,8,0
rin2020 35120,35120,85,Portfolio Management,Spring,2020,"Saturday, 9:00 - 12:00","Pastor, Lubos",32,33,0,32,33,0,32,33,N/A,32,33,N/A,49,16,0,55,10,0
,34904,50,Corporate Finance II,Winter,2021,"Monday, Wednesday, 9:40 - 11:00","Sufi, Amir",5,60,0,5,60,N/A,5,60,N/A,5,60,N/A,6,59,0,,,
rin2017 35121,35121,85,Behavioral Finance,Spring,2017,"Saturday, 9:00 - 12:00","Hartzmark, Samuel",42,23,0,42,23,0,42,23,-1,43,22,0,40,25,0,41,24,0
